artist_name,song_name,comment_text,like_count,user_region,source_url,collected_at
1039乐队,交给时间斑驳,“人们靠分开的痛觉，来分辨爱意的深浅”,312,球球顶个球_,https://music.163.com/#/song?id=3341926470,2026-08-31
1039乐队,让思绪都随风吧,其实真正折磨你的， 从来都不是任何人的绝情， 而是你心存的幻想和期待。,2725,小析翊,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,有种歌手吃羊头很快的感觉,1337,谁家不起轩,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,停止視奸是幸福的開始,775,小析翊,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,本人[欣赏音乐][欣赏音乐][欣赏音乐]特别喜欢的一首作品。,501,供销社乐队,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,老子已经对那红色感叹号聊二年了,459,Zenilov3ganon,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,这个歌怎么那么像《遗憾贯穿人生始终》,349,杨壹,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,感觉这个乐队的好多个旋律都有些神似，听伴奏又总能莫名听出别的曲子的影子。这个乐队另外一首歌又被鉴了ai，明明是乐队主页却只有个人，让我对乐队的本质产生一丝怀疑，不过当然是个人见解吧,286,plzkllme,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,怎么感觉副歌第一句有点像告五人的“我想要占据你，占据你的美~”,222,Lee_yccc,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,"“真正折磨你的，从来不是任何人的绝情，而是你心存太多的幻想和期待。大多时候，你不是过不去生活的那道坎，是过不去你心灵的那一关.我们要学会接受，接受分道扬镳，接受世事无常，接受孤独挫败，接受突如其来的无力感.最后你会发现，你接受什么，什么就会消失；你对抗什么，什么就存在。""---《自渡》",180,宇文洛烟,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,这个乐队真的很多都很像，旋律像是一个差不多的模子换了一点，听了很多首都互相很像，而且乐曲结构也是差不多，前段方言，然后突然接普通话就有一个惊艳点，再高潮，回一段普通，之后重复副歌。,141,小生我撒网渔石头,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,的确很难对腐烂的花释怀，还有爱过的人。之前，学校旁边一条路的都是美丽的樱花，开得非常灿烂，过了几天它长出了叶子，可是花却开始渐渐腐烂了那时候的状态就是非常的让人伤心难过。因为一棵树上既有绿的部分，还不是很多，又有棕色的腐烂的部分，还有一点点还没腐烂掉的白色和粉色。看到就想哭。,138,Kastner寒鸦,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,是吗，那就奖励你再听一百遍吧[举手],107,边缘Margin,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,论人无聊起来时候的创造力[偷笑] ☁️☁️🌞　　　☁　　　☁ 　　 ☁　✈　　 ☁　　🚁 　🏬🏨🏫🏢🏤🏥🏦🏪 👬🌲  /　🚶  l🚍　 \🌳 　🌳 /　🚘.  l 🏃  　 \🌴🐈 🌴   /　 🐢　l　🚔      \🌲 🌲 /🚖　　   l　　　    \🌳👭,106,寂雪莫苏,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,哎呦我不行了咋这么好笑哈哈哈哈哈哈哈哈哈哈,95,-半味,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,让思绪都随风吧,这歌一点也不拥簇 纯白的潦草,84,跌入冰川的狗,https://music.163.com/#/song?id=3378747421,2026-08-31
1039乐队,我听见了，你的痛苦成立,姑娘们我们不会完蛋的，因为我们压根没有蛋,4460,高启渔,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,读书的意义就是：当你向虚空抛出痛苦时，无数人类最聪明的大脑通过成千上万的书籍给出回应：我听见了，你的痛苦成立,893,阔落伏特加,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,三十岁 我会成为一名独立勇敢坚韧的女性,824,小鱼籽听歌中,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,其实这是一首唱给自己的歌。能听见你痛苦的，只有你自己；能理解你的孤独的，只有你自己；能全部接纳你的，只有你自己。所以，让我们对自己说，没关系，我来爱你。,744,南极远不远,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,人们传颂勇气，而我可不可以爱你哭泣的心,472,我的故事被风吹散_,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,一定要相信，身边总会有一些人与你感同身受，会一直与你同在。,421,供销社乐队,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,我喜欢这句话！有种野草般的生命力，渺小却和大地相连,331,小猫和落雪,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,我喜欢这首歌的歌名。作为一个道德观念很高且马上奔三的狮子座infj 来说，比低头认输更可怕的是有人能接住我的情绪，看到并承托起我的痛苦。百人百面，我在让你看到我脆弱的时候我不一定是脆弱的，但是不敢想如果有人接住我的情绪，愿意欣赏我的长篇大论，告诉我我的没意义都是意义的时候我一定是坦诚的,323,你还在等天亮吗,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,“我接纳了你的全部 全部有意义。 我永远不会忘记 没关系我来爱你。”  真正打动人的不是‘我来爱你’，而是‘我听见了你’。  请遵循时代的潮流，看清爱你的本质。 就像ラフ老师对我说的“エン君，要做一个эгоизм（利己者）” 不要把他人的爱想象成绝对无条件的救赎，而要看见其中真实的人性。,214,闫子桢,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,我一定要考上中国政法大学!,196,瑶也会幸福吗,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,其实，不用别人看见，也不用别人听见，痛苦就是痛苦，痛苦不会因为被赞颂开出花来，自己痛了，就是自己的痛苦，不要活在别人的标准里，请你，也请我自己，用自己的眼睛看自己。[加油呀],115,21摄氏度辣椒油,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,管他ai不ai，反正在这个阶段我觉得好听就完事了[认可],95,乔乔不是鹤,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,那书籍的意义就是 你的痛苦千千万万前人经历过，并且给出了他们思考后的答案，你也终将思考出属于自己的答案。,90,坐观雾起,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,“珍惜你的低谷期，你会看到很多真相，时间能渡的都是愿意自渡的人。没有谁的人生一帆风顺。低谷期的苦难，就是为了积蓄力量，哪怕是裂缝里透出的光也要牢牢抓住，然后生出向死而生的勇气。”,89,墨栩yu,https://music.163.com/#/song?id=3391179506,2026-08-31
1039乐队,我听见了，你的痛苦成立,回避型的理想爱人之歌？,72,言覃大龍,https://music.163.com/#/song?id=3391179506,2026-08-31
AMORPHIS,Day Of Your Beliefs,天下足球让我们听到了不少好音乐。。,1037,账号已注销,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,想起了当年冒险岛蓝蜗牛拿扎昆的那个视频[流泪][流泪][流泪] 当时我还是个菜鸟，看着特激动,668,许篱童鞋,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,当时光的列车缓缓驶过酋长球场，32岁的亨利就在那里，深情的目光望过去都是自己22岁的样子，当岁月含泪悄悄转身，37岁的亨利就在那里，深情的目光望过去，试图回到原点，那个出发的站台，记起自己背起行囊时，那十七岁的样子。,545,强风吹拂的库里,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,本曲是芬兰金属乐队Amorphis一首很有民族特色的小调（金属乐队的小调可真是小啊），歌曲开头的轻慢和中间的激昂形成鲜明的对比，它还曾是《天下足球》的片尾曲，你信仰的每一天！早安好音乐,414,旋转的房子80,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,我习惯在喜欢的音乐下面写点东西，那样我就可以在重新打开的时候看到好多同样喜欢的人的赞，好让我知道自己并不孤独。,238,山高路远我是谁,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,40岁的亨利站在老特拉福德，满眼都是马夏尔的影子,194,鼓童,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,精忠报国的感觉~~,162,Grav1ty,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,至今仍认为这是《天下足球》最好的结束曲。,143,Williamaster,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,封面是条内裤吗,90,爱上八月_,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,天下足球，顾名思义是一档优秀的音乐类节目,84,PonyBunny,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,今晚天下足球报到。,77,凌动风云,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,懂球帝！利兹联加油！支持疯子贝尔萨！,36,权力以赴_勇往直前,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,冒险岛打扎视频来的举个手！！！[奸笑],30,徐珉彦,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,天下足球过来的右上角[色],19,永远的K神,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Day Of Your Beliefs,喜欢、关注足球的全是硬核，受不了民谣的JJYY,19,海狸的蛀牙,https://music.163.com/#/song?id=3882640,2026-08-31
AMORPHIS,Silent Waters,出自芬兰史诗卡勒瓦拉的情节：勇士莱敏克亚能为了娶北方的美丽少女，按照少女母亲的要求去捕捉冥河上的天鹅。但他在河边遭到一个对他不满的牧牛人暗算，被杀死投进冥河，又被河边的邪神将尸体砍成了碎块。他的母亲在家看到梳子渗出血来，应了灾难发誓的预兆，随后她开始四处寻找儿子。,271,Tuonella的企鹅,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,Silent Waters,（续）她四处询问，只有太阳告诉了她儿子的下落。她走到冥河边祈祷众神，得到了一柄最伟大的铁匠打造的耙子，把儿子的身体一块块打捞起来。这就是这首歌的内容了。实在是很沉重啊,228,Tuonella的企鹅,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,Silent Waters,北欧版黄河捞尸记(ﾟДﾟ)ﾉ,137,PsyCho疯,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,Silent Waters,为紫烟疯狂打call ₍₍ (ง ˙ω˙)ว ⁾⁾ ​,44,鼹鼠饼干,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,Silent Waters,(๑• . •๑),24,夏左佐,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,Silent Waters,金属🐶不需要女朋友，金属就是吾爱。,17,丷壹喵,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,Silent Waters,NO.276,15,復不劫萬,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,Silent Waters,百首经典带你探索芬兰金属宇宙,14,冬日挽歌悲怆之泪VapaudenValo,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,Silent Waters,柔柔软软，轻轻一吹，飘上☁端   补[爱心],11,YTsuki,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,Silent Waters,“公无渡河，公竟渡河！渡河而死，其奈公何！”,10,Krabapple,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,Silent Waters,来了来了,10,猛猛故人的幻想,https://music.163.com/#/song?id=16471924,2026-08-31
AMORPHIS,From the Heaven of My Heart,翻译的比较仓促，有什么不周到的地方希望大家能原谅！！！共同欣赏共同学习共同进步୧ʘ̆ںʘ̆୨,119,尔冬予安,https://music.163.com/#/song?id=16471752,2026-08-31
AMORPHIS,From the Heaven of My Heart,听啥都像夜愿 听谁唱都像曼森 求你们放开点眼界吧,81,Shinodadadada,https://music.163.com/#/song?id=16471752,2026-08-31
AMORPHIS,From the Heaven of My Heart,伟大的前奏,59,niggerniggerni,https://music.163.com/#/song?id=16471752,2026-08-31
AMORPHIS,From the Heaven of My Heart,北欧的摇滚风格完全不同与北欧装修风格,28,laojiang0811,https://music.163.com/#/song?id=16471752,2026-08-31
AMORPHIS,From the Heaven of My Heart,话不能这么说,22,y2j787,https://music.163.com/#/song?id=16471752,2026-08-31
AMORPHIS,From the Heaven of My Heart,乐曲主题是《卡勒瓦拉》中的铁匠Ilmarinen打造三宝神磨。歌词中的“我”同样是史诗中的Ilmarinen。“my king”指的是Väinämöinen，因为Ilmarinen正是在他的要求下前往Pohjola用羊毛、谷颗和天鹅羽毛打造三宝（Sampo）。,16,轮丿回,https://music.163.com/#/song?id=16471752,2026-08-31
AMORPHIS,From the Heaven of My Heart,曼森给他们舔鞋都不够,12,胖胖胖小米粒,https://music.163.com/#/song?id=16471752,2026-08-31
AMORPHIS,From the Heaven of My Heart,傲慢与偏见？,10,霹头四,https://music.163.com/#/song?id=16471752,2026-08-31
Alvvays,Dreams Tonite,"听到这首歌回想起年少时曾梦想长大后有一天，两个人，一辆车，海岸边，夕阳下。而如今现实是，一条狗，一电脑，宿舍里。🙂🙂",2302,左丘青鱼y,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,小城有热闹的小吃街 有充满回忆的角落 有你爱过那个人的被慌张地洒满一地的记忆   你可以记得哪个街角有你最爱吃的东西 你可以知道哪家小店让你最喜欢  你会遇到你爱也爱你的人   故事人人都有,1609,倜諾,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,就今天  最后再想你一次 喝醉了小河边唱着歌 永远爱你是我说过,840,Krakau,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,好羡慕能出国读书的你们，好羡慕拥有爱情的你们……没关系，就算我这一辈子都在这个小城市度过，就算永远找不到我爱的那个人，至少我还能在评论里看看你们讲故事，我告诉自己，都没关系…,680,慕宇_2413,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,这就是我喜欢网易云的原因，真的超有文采的[流泪],444,奥利弗-_奎恩,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,发现乐队的名字很有趣“Alvvay”两个vv就像一个w     我想他们是想表达自己对音乐的态度吧，会Always的[憨笑],433,世界对流的两极,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,保持终日惶惶，不再为烂事耽搁一秒。[钟情],302,Lesilencedelamer_,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,屏幕前的姑娘，愿你贪吃不胖，愿你懒惰不丑，愿你的深情不被辜负，愿你的余生都有人陪[爱心],276,喵同学呀,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,现在才明白为什么人越长大越孤单，越来越怀念小时候只是为了见到班上同学和吃到好吃的零食去上学的时光了,239,亲爱的小猫mi,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,Heart Signal 2 偶然听到就感觉很轻松啊,216,hw2lichoo,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,跑男茶马古道篇来的[多多大笑],141,踩到一个柠檬脚好酸_,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,看彭酱酱而来的[可爱],116,一牙西瓜-_,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,感情是个很害羞的东西 它藏在眼睛里呼吸里 和每句“你在干嘛”里 ​​​,110,Siempreconmigox,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,我今天高考的时候脑子里想的歌,82,詹小便宜,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,Dreams Tonite,“你在池塘里活得很好，泥鳅很丑但会说喜庆话，癞蛤蟆马虎但很有趣，田螺是个温柔的自闭症，小鲫鱼是你们共同的女神。有一天你听说，江河湖海，哪个都要更大，更好。你跳了出去，遇到了美丽的海豚，雄壮的白鲸，婀娜多姿的热带鱼，的确都是好的。就是偶尔，觉得世界很空，生活很咸。”,70,LongForgottenFlower,https://music.163.com/#/song?id=493631448,2026-08-31
Alvvays,"Archie, Marry Me",乍一看封面以为朝鲜大合唱,256,这个号没人了,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",滚石本世纪100首最伟大歌曲 第98,204,udidntsee,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",小噪的吉他 lo-fi清新主唱女indie pop 有一点像best coast,149,墨_夏至,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",有一天我要写一个剧本，片尾曲是这首，男女主人公跑向世界尽头。,108,账号已注销,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",Alvvays是一支加拿大独立流行乐队，成立于2011年。 它由Molly Rankin（主唱和吉他），Kerri MacLellan（键盘），Alec O'Hanley（吉他），Brian Murphy（贝司）和Sheridan Riley（鼓）组成。 其中Molly Rankin可以在网易云里搜到她的专辑SHE。,85,CANweFIXit,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",曾经也想做一个嬉皮士谈着不负责任的恋爱，突然有天想结婚了，就去sign some papers，开着自己的小艇穿着婚纱去嫁给电台海盗。。。,71,CaearWasMurdered,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",我也想遇到一个对婚礼仪式持蔑视态度的人,57,Sonic_Mel,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",希望有一天能唱这首歌向一个可爱的男孩子求婚哈哈,37,红烧梨,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",Alvvays（发音同always），加拿大独立流行乐团，2011年成立于安大略省多伦多。,22,吴宽荣,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",我去查证了一下，他说的是真的，只不过原榜单是“至今为止”，他可能忘记带上了这四个字了[大哭],17,Wesleey_,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",你忘了这首歌了吗,16,eilsolitudy_2,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",为什么好多老歌突然收费[生气],16,jon_imitchell,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",什么时候人类才能把结婚这个词本来所代表的美好含义还给它呢,14,Jumpoint,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",吸血鬼日记第六季第20集 jo在酒吧问Elena关于damon隐性求婚的事,14,badtomato,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,"Archie, Marry Me",很喜欢这首歌的女声……我该怎么描述呢，像晴日的野生动物园里，你隔着厚厚的车窗望到的一道目的地明确的疾风,13,泥融蛋包饭,https://music.163.com/#/song?id=28383854,2026-08-31
Alvvays,Ones Who Love You,只有我一人觉得封面好多炸鸡吗,1249,NarakuDevil,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,难以想象，从本科听到研究生。,989,卡普辛大街十四号,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,永远做错误的决定，比如离开你，比如浪费人生，比如活下去。,723,玛丽锁链不同意,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,“被人告白觉得都是玩笑，被人喜爱觉得爱不持久，跟刚认识的朋友多说几句话怕别人嫌我烦，跟喜欢的人面前觉得自己不好看，基本上我除了打牌时喜欢乱叫地主以外，都活得克制严谨小心翼翼，敏感多心，也该孤独。”,649,umav,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,这歌词太经典，可惜翻译不太给力。头两句上来就错了，leave with不是离开，是留给，从爱你的人那里索取，留给那些不爱你的人。这歌词里桩桩件件是错事，也是我们昨天今天明天都在做的事。,163,zfn_,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,Alvvays是一支加拿大独立流行乐队，成立于2011年。 它由Molly Rankin（主唱和吉他），Kerri MacLellan（键盘），Alec O'Hanley（吉他），Brian Murphy（贝司）和Sheridan Riley（鼓）组成。 其中Molly Rankin可以在网易云里搜到她的专辑SHE。,144,CANweFIXit,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,我连地主都不敢乱叫 这人生太苦了,89,echoAmen,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,我失策了！声音真的和Wolf Alice好像！！ 副歌部分让我联想起了Don‘t Delate The Kisses！完全相似！你们也一定会喜欢上那首的！！,53,悻李来翎,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,有无搞错吖，今早都可以听完整版，宜家要设vip先有得听，心情更加唔好了,43,费费vivien,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,除了活下去你说的都对,42,海和地的流淌,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,从大专听到上班,36,小饼628,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,我也想从本科听到研究生,25,周末咸鱼,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,喜欢这首歌的推荐大家去听blonde redhead的《silently》,19,HybriTed,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,这么好听[爱心]可以想象,15,st佳奥一世,https://music.163.com/#/song?id=28383855,2026-08-31
Alvvays,Ones Who Love You,我这么好的女孩 怎么没有别的好女孩跟我谈恋爱,15,账号已注销,https://music.163.com/#/song?id=28383855,2026-08-31
BTS防弹少年团 世界,FAKE LOVE (Japanese ver.),fake love在这里是救赎，可不是什么虚假的爱什么emo曲啊[多多捂脸],14810,Bear-Love3,https://music.163.com/#/song?id=1853710701,2026-08-31
BTS防弹少年团 世界,FAKE LOVE (Japanese ver.),《FAKE LOVE》和《全球高考》没有任何关系，这是BTS告诉粉丝要爱自己的一首歌，是BTS在濒临解散时写下的歌，是救赎与希望，对粉丝和BTS都有着很大意义,6338,用户NONONO_,https://music.163.com/#/song?id=1853710701,2026-08-31
BTS防弹少年团 世界,FAKE LOVE (Japanese ver.),你要唱久一点 再久一点 让那些没能力独自赴约的粉丝慢慢长大 让那些忙于工作的粉丝因为稳定的生活变得闲暇 让那些没有钱买到前排看你们的粉丝再奋斗几年 你们要唱久一点 等我长大,5717,yo_universe9,https://music.163.com/#/song?id=1853710701,2026-08-31
BTS防弹少年团 世界,FAKE LOVE (Japanese ver.),家人们这首歌是防弹写给粉丝的不是什么emo曲是防弹想让粉丝love yourselve[拜][拜][拜][拜],4916,西街朴智旻-,https://music.163.com/#/song?id=1853710701,2026-08-31
BTS防弹少年团 世界,FAKE LOVE (Japanese ver.),金！泰！亨！太！绝！了！,4909,尼古拉六,https://music.163.com/#/song?id=1853710701,2026-08-31
BTS防弹少年团 世界,FAKE LOVE (Japanese ver.),这首歌的创作背景，是18年初团体差点面临解散，成员们抱着伤心又珍惜的心情写下这首fake love，虽然是虚假的爱，但更是救赎。有的粉丝话说重了，路人也理解一下，毕竟这首歌对粉丝来说真的太有深意。听众带着自己的解读可以，但是请不要按头这首歌本身就是你们理解的意思，这个确实不太尊重歌手和粉丝,4714,饮水珍珠,https://music.163.com/#/song?id=1853710701,2026-08-31
BTS防弹少年团 世界,FAKE LOVE (Japanese ver.),救命 不是全球高考的同人曲谢谢🙏🏻,3639,Decemberly_1230,https://music.163.com/#/song?id=1853710701,2026-08-31
BTS防弹少年团 世界,FAKE LOVE (Japanese ver.),关于防弹的相关舆论，中国驻韩国大使馆已经澄清了，如果你是故意来踩的，我再怎么解释你也不会听，但如果友友们是来听歌的，悄悄告诉你们：如果你想听酷的，mic drop，idol，on和ugh 包你满意，如果你想听治愈的，be全专和春日 质量超高，如果你想听有魅丽的：血汗泪  可爱的：面包超人 等,2628,神奇海螺蛳,https://music.163.com/#/song?id=1853710701,2026-08-31
